names,date_x,score,genre,overview,crew,orig_title,status,orig_lang,budget_x,revenue,country
Hidden Figures,02/16/2017 ,81.0,"Drama, History","The untold story of Katherine G. Johnson, Dorothy Vaughan and Mary Jackson – brilliant African-American women working at NASA and serving as the brains behind one of the greatest operations in history – the launch of astronaut John Glenn into orbit. The visionary trio crossed all gender and race lines to inspire generations to dream big.","Taraji P. Henson, Katherine G. Johnson, Octavia Spencer, Dorothy Vaughan, Janelle Monáe, Mary Jackson, Kevin Costner, Al Harrison, Kirsten Dunst, Vivian Mitchell, Jim Parsons, Paul Stafford, Mahershala Ali, Jim Johnson, Glen Powell, John Glenn, Ariana Neal, Joylette Johnson",Hidden Figures, Released, English,25000000.0,230677636.0,AU
The Twilight Saga: Eclipse,07/01/2010 ,62.0,"Adventure, Fantasy, Drama, Romance","Bella once again finds herself surrounded by danger as Seattle is ravaged by a string of mysterious killings and a malicious vampire continues her quest for revenge. In the midst of it all, she is forced to choose between her love for Edward and her friendship with Jacob, knowing that her decision has the potential to ignite the ageless struggle between vampire and werewolf. With her graduation quickly approaching, Bella is confronted with the most important decision of her life.","Kristen Stewart, Bella Swan, Robert Pattinson, Edward Cullen, Taylor Lautner, Jacob Black, Bryce Dallas Howard, Victoria, Dakota Fanning, Jane, Billy Burke, Charlie Swan, Peter Facinelli, Dr. Carlisle Cullen, Elizabeth Reaser, Esme Cullen, Jackson Rathbone, Jasper Hale",The Twilight Saga: Eclipse, Released, English,68000000.0,706102828.0,AU
Halloween Ends,10/13/2022 ,63.0,"Horror, Thriller","Four years after the events of Halloween in 2018, Laurie has decided to liberate herself from fear and rage and embrace life. But when a young man is accused of killing a boy he was babysitting, it ignites a cascade of violence and terror that will force Laurie to finally confront the evil she can’t control, once and for all.","Jamie Lee Curtis, Laurie Strode, Andi Matichak, Allyson Nelson, Rohan Campbell, Corey Cunningham, Will Patton, Frank Hawkins, James Jude Courtney, The Shape, Kyle Richards, Lindsey Wallace, Omar Dorsey, Sheriff Barker, Jesse C. Boyd, Officer Doug Mulaney, Joanne Baron, Joan Cunningham",Halloween Ends, Released, English,20000000.0,105199765.0,AU
Corpus Christi,09/18/2019 ,77.0,Drama,"A pious 20-year-old juvenile delinquent is sent to work at a sawmill in a small town; on arrival, he dresses up as a priest and accidentally takes over the local parish. The arrival of this young, charismatic preacher is an opportunity for the local community to begin the healing process after a tragedy that happened a year prior.","Bartosz Bielenia, Daniel, Aleksandra Konieczna, Lidia, Eliza Rycembel, Marta, Tomasz Zietek, Pinczer, Barbara Jonak, Ewa Kobielski - the widow, Leszek Lichota, Walkiewicz - the mayor, Łukasz Simlat, Father Tomasz, Zdzisław Wardejn, Priest, Anna Biernacik, Marta's friend", Boże Ciało, Released, Polish,1300000.0,10951283.0,PL
"Goodbye, Don Glees!",02/18/2022 ,60.0,"Animation, Adventure, Fantasy","Teen misfits Roma, Toto, and Drop call themselves the “Don Glees,” an informal name for their backyard adventures. One day, when the trio gets blamed for a nearby forest fire, they set off into the woods to prove their innocence. As disaster strikes their expedition, tensions flare between the friends as they realize that growing up has taken them on wildly different paths in life.","Natsuki Hanae, Roma Kamogawa (voice), Yuki Kaji, Hokuto 'Toto' Mitarai (voice), Ayumu Murase, Shizuku 'Drop' Sakuma (voice), Kana Hanazawa, Tivoli Urayasu (voice), Rino Sashihara, Mako Kamogawa (voice), Atsushi Tamura, Tarou Kamogawa (voice)", グッバイ、ドン・グリーズ！, Released, Japanese,111000000.0,251309155.0,JP
The Contractor,05/11/2022 ,65.0,"Action, Thriller","After being involuntarily discharged from the U.S. Special Forces, James Harper decides to support his family by joining a private contracting organization alongside his best friend and under the command of a fellow veteran. Overseas on a covert mission, Harper must evade those trying to kill him while making his way back home.","Chris Pine, James, Gillian Jacobs, Brianne, Sander Thomas, Jack, Toby Dixon, Young James, Dean Ashton, James' Father, Dustin Lewis, Pastor, Regina Ting Chen, Army Doctor, Brian Lafontaine, Captain, Cory Scott Allen, LTC Roberts",The Contractor, Released, English,43967862.6,2122288.0,AU
Samson,02/16/2018 ,58.0,"Action, Drama, Adventure","After losing the love of his life to a cruel Philistine prince, a young Hebrew with Supernatural strength defends his people, sacrificing everything to avenge his love, his people, and his God.","Taylor James, Samson, Jackson Rathbone, Rallah, Billy Zane, King Balek, Caitlin Leahy, Delilah, Frances Sholto-Douglas, Taren, Rutger Hauer, Manoah, Lindsay Wagner, Zealphonis, Greg Kriek, Caleb, Sven Ruygrok, Orum",Samson, Released, English,8101468.0,4873825.0,US
The Bible: In the Beginning...,09/28/1966 ,73.0,"Drama, Family","Extravagant production of the first part of the book of Genesis. Covers Adam and Eve, Noah and the Flood and Abraham and Isaac.","Michael Parks, Adam, Ulla Bergryd, Eve, Richard Harris, Cain, John Huston, Noah, Stephen Boyd, Nimrod, George C. Scott, Abraham, Ava Gardner, Sarah, Peter O'Toole, The Three Angels, Zoe Sallis, Hagar",The Bible: In the Beginning..., Released, English,18000000.0,52356840.0,US
Deadpool 2,05/16/2018 ,75.0,"Action, Comedy, Adventure",Wisecracking mercenary Deadpool battles the evil and powerful Cable and other bad guys to save a boy's life.,"Ryan Reynolds, Wade Wilson / Deadpool / Juggernaut (voice) / Ryan Reynolds, Josh Brolin, Nathan Summers / Cable, Morena Baccarin, Vanessa Carlysle, Julian Dennison, Russell Collins / Firefist, Zazie Beetz, Neena Thurman / Domino, T.J. Miller, Jack Hammer / Weasel, Leslie Uggams, Blind Al, Karan Soni, Dopinder, Brianna Hildebrand, Ellie Phimister / Negasonic Teenage Warhead",Deadpool 2, Released, English,110000000.0,786362370.0,AU
San Andreas,05/28/2015 ,62.0,"Action, Drama, Thriller","In the aftermath of a massive earthquake in California, a rescue-chopper pilot makes a dangerous journey across the state in order to rescue his estranged daughter.","Dwayne Johnson, Ray Gaines, Alexandra Daddario, Blake Gaines, Carla Gugino, Emma Gaines, Ioan Gruffudd, Daniel Riddick, Archie Panjabi, Serena Johnson, Paul Giamatti, Dr. Lawrence Hayes, Hugo Johnstone-Burt, Ben Taylor, Art Parkinson, Ollie Taylor, Will Yun Lee, Dr Kim Park",San Andreas, Released, English,110000000.0,456258539.0,AU
Infinite,08/10/2021 ,66.0,"Science Fiction, Action, Thriller","Evan McCauley has skills he never learned and memories of places he has never visited. Self-medicated and on the brink of a mental breakdown, a secret group that call themselves “Infinites” come to his rescue, revealing that his memories are real.","Mark Wahlberg, Evan McCauley, Chiwetel Ejiofor, Bathurst 2020, Sophie Cookson, Nora Brightman, Dylan O'Brien, Heinrich Treadway, Toby Jones, Porter, Jason Mantzoukas, Artisan, Rupert Friend, Bathurst 1985, Jóhannes Haukur Jóhannesson, Kovic, Liz Carr, Garrick",Infinite, Released, English,105800000.0,682359112.6,AU
Finding Grace,04/21/2020 ,58.0,Drama,"A struggling family, already on the verge of disintegration, faces new challenges that will test their faith in God and each other.","Erin Gray, Judge Ariel Harper, David Keith, Bishop Reed, Bo Svenson, Dr. Nelson, Paris Warner, Alaska Rose, Jasen Wade, Conner Rose, London Grace, Principal Grey, Lacy Hartselle, Amy James, Gage Maynard, Ron, Bethany Davenport, Amanda Wheeler",Finding Grace, Released, English,61498000.0,254671383.8,US
Risen,02/18/2016 ,61.0,"Action, History, Adventure, Drama","Clavius, a powerful Roman military tribune, and his aide, Lucius, are tasked with solving the mystery of what happened to Jesus in the weeks following the crucifixion, in order to disprove the rumors of a risen Messiah and prevent an uprising in Jerusalem.","Joseph Fiennes, Clavius, Peter Firth, Pontius Pilate, Cliff Curtis, Yeshua, Tom Felton, Lucius, Mark Killeen, Antonius, María Botto, Mary Magdalene, Mish Boyko, John, Selva Rasalingam, James, Stewart Scudamore, Peter",Risen, Released, English,20000000.0,46244066.0,US
Bad Luck Banging or Loony Porn,11/25/2021 ,65.0,Comedy,"Emi, a school teacher, finds her career and reputation under threat after a personal sex tape is leaked on the Internet. Forced to meet the parents demanding her dismissal, Emi refuses to surrender to their pressure.","Katia Pascariu, Emilia Cilibiu, Claudia Ieremia, Headmistress, Olimpia Mălai, Mrs. Lucia, Nicodim Ungureanu, Lt. Gheorghescu, Alexandru Potocean, Marius Buzdrugovici, Andi Vasluianu, Mr. Otopeanu, Oana Maria Zaharia, Blonde Nudist Parent, Gabriel Spahiu, Priest Parent, Florin Petrescu, Axinte - A Parent", Babardeala cu bucluc sau porno balamuc, Released, Romanian,100000000.0,246367071.0,AU
Mortal Kombat Legends: Snow Blind,10/09/2022 ,79.0,"Animation, Action, Fantasy","Hellbent on taking over Earthrealm, Kano viciously attacks town after town with the aid of three cold-blooded Black Dragon mercenaries. Those who don’t submit are annihilated but one young man won’t bend the knee to Kano: Kenshi.","Manny Jacinto, Kenshi Takahashi (voice), David Wenham, Kano (voice), Artt Butler, Shang Tsung (voice), Yuri Lowenthal, Kobra (voice), Sumalee Montano, Kindra (voice), Patrick Seitz, Scorpion / Owner (voice), Keith Silverstein, Kabal (voice), Courtenay Taylor, Kira (voice), Imari Williams, Tremor (voice)",Mortal Kombat Legends: Snow Blind, Released, English,121600000.0,796809611.2,AU
2037,06/08/2022 ,71.0,"Family, Drama","19-year-old Yoon Young lives alone with her mother and prepares for the civil service exam while working part-time. Regardless of good heart and sincere will, unexpected incidents turn Yoon Young from a victim to the killer, driving her to prison and being called inmate ""2037"" instead of ""Yoon Young."" In a hopeless situation her co-inmates in Cell No. 12 with their own stories offer a hand of hope to protect Yoon Young...","Hong Ye-ji, Jeong Yoon Young, Kim Ji-young, Kwon Kyeong Sook, Kim Mi-hwa, Soon Je, Hwang Suk-jung, Li Ra, Shin Eun-jung, Hae Soo, Jeon So-min, Jang Mi, Jeong In-gi, Prison Warden", 이공삼칠, Released, Korean,118000000.0,624618913.8,KR
Your Boyfriend Is Mine,03/19/2022 ,68.0,"Thriller, TV Movie, Action","Over the objection of his girlfriend, Ben agrees to take a job as the “live in” man servant to a wealthy businesswoman, Amanda, but quickly realizes he has made a deal with the devil, and has put himself and his girlfriend in mortal jeopardy","Eli Jane, Amanda Roberts, Jamie Roy, Ben Howard, Brey Noelle, Calli Gordon, Jesse Malinowski, Walker, Derek McDonnell, Harrison, Sharonne Lanier, Detective Fisher, Chris Vaber, Detective Moreno, Will Poston, James Yates",Your Boyfriend Is Mine, Released, English,115500000.0,468695206.8,US
A Writer's Odyssey,02/12/2021 ,72.0,"Fantasy, Action, Adventure, Drama","Kongwen Lu is the author of a fantasy novel series following a heroic teenager, also named Kongwen, on a quest to end the tyrannical rule of Lord Redmane, under the guidance of a Black Armor. But through a strange twist of fate, the fantasy world of the novel begins to impact life in the real world, leading Guan Ning to accept a mission from Tu Ling to kill the author.","Lei Jiayin, Guan Ning, Yang Mi, Tu Ling, Dong Zijian, Lu Kongwen / Kongwen, Wang Shengdi, Tangerine, Yu Hewei, Li Mo, Guo Jingfei, The Old Man / Black Armor, Yang Yi, Lord Redmane / Yu Changhai, Tong Liya, Ban Ruo, Liu Tianzuo, The Electric Man", 刺杀小说家, Released, Chinese,26548000.0,150123320.0,CN
Spirited Away,12/12/2002 ,85.0,"Animation, Family, Fantasy","A young girl, Chihiro, becomes trapped in a strange new world of spirits. When her parents undergo a mysterious transformation, she must call upon the courage she never knew she had to free her family.","Rumi Hiiragi, Chihiro Ogino / Sen (voice), Miyu Irino, Haku (voice), Mari Natsuki, Yubaba / Zeniba (voice), Bunta Sugawara, Kamaji (voice), Akio Nakamura, Kaonashi (voice), Yumi Tamai, Rin (voice), Ryunosuke Kamiki, Boh (voice), Takashi Naito, Akio Ogino (voice), Yasuko Sawaguchi, Yuko Ogino (voice)", 千と千尋の神隠し, Released, Japanese,19000000.0,274925095.0,AU
Under Wraps 2,09/25/2022 ,67.0,"Family, Comedy, Fantasy, TV Movie","As Marshall, Gilbert and Amy are preparing for her father’s Spooktacular Halloween-themed wedding to his fiancé Carl, plans go awry when they discover that their mummy friend Harold and his beloved Rose may be in danger.","Malachi Barton, Marshall, Christian J. Simon, Gilbert, Sophia Hammons, Amy, Phil Wright, Harold, Melanie Brook, , T.J. Storm, , Rryla McIntosh, , Jordan Conley, , Adam Wylie, ",Under Wraps 2, Released, English,123400000.0,585545192.2,US
Super Mario Bros: This Ain't No Video Game,11/03/2014 ,34.0,Documentary,A documentary about the making of the live-action Super Mario Bros. movie.,"Rocky Morton, Self, Annabel Jankel, Self, Roland Joffé, Self, Parker Bennett, Self, John Leguizamo, Self, Richard Edson, Self, Lance Henriksen, Self, Mark Goldblatt, Self, David L. Snyder, Self",Super Mario Bros: This Ain't No Video Game, Released, English,54640000.0,329856760.8,GB
The Life and Passion of Jesus Christ,05/15/1903 ,63.0,"Drama, History","The story of Jesus Christ, from the proclamation of His Nativity to His Ascension into heaven. Impressive staging and beautiful hand-coloring distinguish the film from its Passion-play counterparts; Its scale and dynamic crowds prelude the Italian epics to come.","Madame Moreau, Virgin Mary, Monsieur Moreau, Joseph", La vie et la passion de Jésus Christ, Released, French,106400000.0,524759370.4,FR
Monster Hunter,01/01/2021 ,67.0,"Action, Fantasy, Adventure","A portal transports Cpt. Artemis and an elite unit of soldiers to a strange world where powerful monsters rule with deadly ferocity. Faced with relentless danger, the team encounters a mysterious hunter who may be their only hope to find a way home.","Milla Jovovich, Artemis, Tony Jaa, The Hunter, Ron Perlman, Admiral, T.I., Lincoln, Diego Boneta, Marshall, Meagan Good, Dash, Josh Helman, Steeler, Jin Au-Yeung, Axe, Hirona Yamazaki, Handler",Monster Hunter, Released, English,60000000.0,47853893.0,AU
Ted 2,06/25/2015 ,63.0,"Comedy, Fantasy","Newlywed couple Ted and Tami-Lynn want to have a baby, but in order to qualify to be a parent, Ted will have to prove he's a person in a court of law.","Mark Wahlberg, John Bennett, Seth MacFarlane, Ted (voice), Amanda Seyfried, Samantha Jackson, Morgan Freeman, Patrick Meighan, Jessica Barth, Tami-Lynn, Giovanni Ribisi, Donny, Sam J. Jones, Sam Jones, Patrick Warburton, Guy, Patrick Stewart, Narrator (voice)",Ted 2, Released, English,68000000.0,217214143.0,AU
